ra,dec,LS_id,z,source
124.69003295898438,-25.49951934814453,NGC_2566,0.005460444238393749,2MRS
187.0642852783203,28.62030029296875,NGC_4448,0.0022048586692597853,2MRS
38.555728912353516,29.311269760131836,NGC_0972,0.005146893988907487,2MRS
180.7903594970703,44.5312614440918,NGC_4051,0.0023349486663870643,2MRS
50.684539794921875,-37.103790283203125,NGC_1317,0.0064744790877961315,2MRS
49.92116165161133,-19.411359786987305,g0319411-192440,0.005403738342210063,2MRS
138.4603729248047,-69.6449966430664,NGC_2822,0.005510478852673472,2MRS
185.42698669433594,14.597760200500488,12214248+1435539,0.0036625337652757095,2MRS
113.71317291259766,-69.28412628173828,g0734512-691703,0.004559821181358739,2MRS
182.4003143310547,42.5341911315918,NGC_4143,0.0031955440319982966,2MRS
204.51266479492188,-17.884029388427734,NGC_5247,0.004519793489934961,2MRS
209.4609832763672,-43.93130111694336,g1357506-435553,0.008088929308555188,2MRS
189.35430908203125,74.19188690185547,NGC_4589,0.0066045690849234106,2MRS
85.5198974609375,69.37837982177734,NGC_1961,0.013122411505095303,2MRS
186.90548706054688,-39.33781051635742,g1227373-392016,0.009786770553113782,2MRS
215.2653350830078,3.2709898948669434,NGC_5576,0.004960098095596522,2MRS
113.48438262939453,-50.44301986694336,ESO_208-_G_021,0.00361917043289995,2MRS
189.99742126464844,61.60919189453125,NGC_4605,0.0004536471694694868,2MRS
38.39311981201172,-39.04505920410156,g0233343-390242,0.006447793960180279,2MRS
184.93865966796875,12.798330307006836,NGC_4267,0.0033656617205493544,2MRS
190.98599243164062,13.126350402832031,12435657+1307360,0.0034957517176766335,2MRS
149.6024627685547,-26.926599502563477,NGC_3078,0.008605953656112324,2MRS
61.011329650878906,-54.100059509277344,NGC_1515,0.003919378118578287,2MRS
49.9633903503418,-26.060590744018555,NGC_1302,0.0057039460278884005,2MRS
156.82656860351562,28.507400512695312,NGC_3245,0.004383032210903718,2MRS
173.1455841064453,53.06782913208008,NGC_3718,0.00331229146531765,2MRS
183.2171173095703,1.2996799945831299,NGC_4179,0.00418956503568879,2MRS
172.43511962890625,-36.391300201416016,g1129444-362329,0.009930203114048988,2MRS
32.08808135986328,10.994919776916504,NGC_0821,0.005787337051687939,2MRS
157.79832458496094,-46.25127029418945,g1031116-461505,0.009413178766491852,2MRS
8.30049991607666,48.50873947143555,NGC_0147,-0.0006437787037324335,2MRS
105.66828918457031,-28.697250366210938,NGC_2325,0.0072883754800796225,2MRS
188.99037170410156,27.959760665893555,NGC_4559,0.0026918622482490872,2MRS
188.02586364746094,11.176429748535156,NGC_4503,0.004476430157559201,2MRS
49.56686019897461,-66.49826049804688,NGC_1313,0.0015677512474313146,2MRS
169.60531616210938,58.78622055053711,NGC_3610,0.005683932182176511,2MRS
326.0671691894531,-75.11132049560547,NGC_7098,0.007942161106668,2MRS
199.72836303710938,-21.039100646972656,NGC_5068,0.0022282081559236557,2MRS
189.1124725341797,11.439290046691895,NGC_4564,0.0038093019671628964,2MRS
194.8630828857422,14.171050071716309,NGC_4866,0.006631254212539263,2MRS
218.19520568847656,49.45783996582031,14324684+4927283,0.006991503435353267,2MRS
181.5048370361328,47.47835922241211,12060113+4728423,0.0018512807283497439,2MRS
41.499691009521484,-7.578639984130859,g0245599-073443,0.0047866447660934825,2MRS
177.1591339111328,48.710819244384766,NGC_3893,0.0032255648005661305,2MRS
300.8626403808594,-55.94717025756836,ESO_185-_G_054,0.014790231981086062,2MRS
64.39906311035156,-62.783668518066406,NGC_1559,0.004349675801383903,2MRS
145.6468048095703,58.85121154785156,NGC_2950,0.004459751952799293,2MRS
185.0896759033203,5.38640022277832,NGC_4281,0.009042922620821903,2MRS
332.1141357421875,48.44078063964844,UGC_11920,0.0036792119700356173,2MRS
161.79168701171875,72.83966827392578,NGC_3348,0.009463213380771574,2MRS
